accident_index,accident_year,accident_reference,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location,datetime
20201372G0976,2020,1372G0976,414170,433685,-1.786352,53.799293,West Yorkshire,Slight,3,6,2020-02-16,Sunday,14:45:00,Bradford,E08000032,E08000032,B,NA,Dual carriageway,30,Crossroads,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010813,2020-02-16T14:45:00Z
20201372G1920,2020,1372G1920,415790,433213,-1.761781,53.795005,West Yorkshire,Slight,2,2,2020-02-16,Sunday,23:20:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Crossroads,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01033691,2020-02-16T23:20:00Z
20201372H1774,2020,1372H1774,419300,433164,-1.708501,53.794447,West Yorkshire,Slight,2,1,2020-02-17,Monday,21:30:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010618,2020-02-17T21:30:00Z
20201372K0094,2020,1372K0094,404825,443177,-1.928084,53.884774,West Yorkshire,Fatal,1,1,2020-02-20,Thursday,01:25:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010727,2020-02-20T01:25:00Z
20201372K0732,2020,1372K0732,416801,432270,-1.746484,53.786498,West Yorkshire,Slight,2,1,2020-02-20,Thursday,12:50:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010730,2020-02-20T12:50:00Z
20201372L0017,2020,1372L0017,417805,437294,-1.730959,53.83162,West Yorkshire,Serious,2,2,2020-02-21,Friday,00:15:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010690,2020-02-21T00:15:00Z
20201372L0647,2020,1372L0647,417350,432861,-1.738119,53.791792,West Yorkshire,Slight,2,1,2020-02-21,Friday,12:04:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010613,2020-02-21T12:04:00Z
20201372L1367,2020,1372L1367,419300,433860,-1.708458,53.800703,West Yorkshire,Slight,1,1,2020-02-21,Friday,18:15:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,Zebra,Darkness - lights lit,Raining + high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010627,2020-02-21T18:15:00Z
20201372L1467,2020,1372L1467,414991,433586,-1.773892,53.798381,West Yorkshire,Slight,1,1,2020-02-21,Friday,19:04:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,B,NA,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining + high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010812,2020-02-21T19:04:00Z
20201372L1471,2020,1372L1471,416666,433049,-1.748492,53.793504,West Yorkshire,Slight,2,1,2020-02-21,Friday,16:43:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights unlit,Fine no high winds,Wet or damp,None,None,Urban,No,Non-trunk,E01033690,2020-02-21T16:43:00Z
20201372M1060,2020,1372M1060,405661,440847,-1.915408,53.863824,West Yorkshire,Slight,1,1,2020-02-22,Saturday,15:00:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,Other junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,Zebra,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010725,2020-02-22T15:00:00Z
20201372M1275,2020,1372M1275,416041,433275,-1.757968,53.795555,West Yorkshire,Slight,1,1,2020-02-22,Saturday,17:00:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01033691,2020-02-22T17:00:00Z
20201372M1869,2020,1372M1869,417019,433077,-1.743132,53.793744,West Yorkshire,Slight,1,1,2020-02-22,Saturday,22:00:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01033693,2020-02-22T22:00:00Z
20201372M1894,2020,1372M1894,410771,439046,-1.83777,53.847558,West Yorkshire,Serious,1,1,2020-02-22,Saturday,22:10:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010578,2020-02-22T22:10:00Z
20201372N0216,2020,1372N0216,415864,428925,-1.760877,53.756463,West Yorkshire,Slight,2,1,2020-02-23,Sunday,02:53:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010750,2020-02-23T02:53:00Z
20201372N0662,2020,1372N0662,413738,433635,-1.792913,53.798855,West Yorkshire,Slight,2,1,2020-03-23,Monday,13:41:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,Crossroads,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010630,2020-03-23T13:41:00Z
20201372N0914,2020,1372N0914,415498,432349,-1.766257,53.787248,West Yorkshire,Serious,2,1,2020-02-23,Sunday,13:48:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010834,2020-02-23T13:48:00Z
20201372N1809,2020,1372N1809,415179,432464,-1.771093,53.788291,West Yorkshire,Slight,2,1,2020-02-23,Sunday,21:30:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,Central refuge,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010836,2020-02-23T21:30:00Z
20201372O0657,2020,1372O0657,416976,429377,-1.743987,53.760491,West Yorkshire,Slight,2,1,2020-02-24,Monday,12:41:00,Bradford,E08000032,E08000032,Motorway,NA,Dual carriageway,70,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining + high winds,Wet or damp,None,Other object on road,Urban,Yes,Trunk (Roads managed by Highways England),E01010746,2020-02-24T12:41:00Z
20201372Q0286,2020,1372Q0286,414293,431861,-1.784568,53.782896,West Yorkshire,Slight,1,3,2020-02-26,Wednesday,08:43:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010839,2020-02-26T08:43:00Z
20201372R0246,2020,1372R0246,414567,429910,-1.780501,53.765353,West Yorkshire,Slight,2,1,2020-02-27,Thursday,07:15:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Mini-roundabout,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,No,Non-trunk,E01010848,2020-02-27T07:15:00Z
20201372R0641,2020,1372R0641,415732,434258,-1.762609,53.804399,West Yorkshire,Slight,1,1,2020-02-27,Thursday,11:57:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01033693,2020-02-27T11:57:00Z
20201372R0738,2020,1372R0738,417265,435330,-1.739273,53.813986,West Yorkshire,Serious,1,1,2020-02-27,Thursday,12:57:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010598,2020-02-27T12:57:00Z
20201372R1074,2020,1372R1074,417839,432921,-1.730693,53.792315,West Yorkshire,Slight,3,2,2020-02-27,Thursday,15:25:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Other junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010608,2020-02-27T15:25:00Z
20201372R1184,2020,1372R1184,413964,433673,-1.78948,53.799191,West Yorkshire,Slight,2,1,2020-02-27,Thursday,15:45:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,T or staggered junction,Authorised person,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010803,2020-02-27T15:45:00Z
20201372S1869,2020,1372S1869,415909,433397,-1.759965,53.796655,West Yorkshire,Slight,2,1,2020-02-28,Friday,21:43:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Auto traffic signal,A,NA,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01033691,2020-02-28T21:43:00Z
20201372T0072,2020,1372T0072,406433,441776,-1.90365,53.872165,West Yorkshire,Serious,1,1,2020-02-28,Friday,23:30:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,20,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010702,2020-02-28T23:30:00Z
