accident_index,accident_year,accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
20201377Q0804,2020,1377Q0804,2,1,Driver or rider,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Motorcycle over 125cc and up to 500cc rider or  passenger,Urban area,Most deprived 10%
20201377R0511,2020,1377R0511,1,1,Driver or rider,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20201377R0610,2020,1377R0610,1,1,Driver or rider,Male,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201377S0766,2020,1377S0766,2,1,Driver or rider,Male,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Less deprived 10-20%
20201377T1214,2020,1377T1214,1,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
20201377T1214,2020,1377T1214,1,2,Passenger,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20201377U0099,2020,1377U0099,1,1,Driver or rider,Male,NA,21 - 25,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201377U0099,2020,1377U0099,2,2,Driver or rider,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 30-40%
20201377U1147,2020,1377U1147,2,1,Driver or rider,Male,NA,11 - 15,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Most deprived 10%
20201377U1375,2020,1377U1375,1,1,Driver or rider,Male,NA,36 - 45,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Motorcycle over 500cc rider or passenger,Urban area,More deprived 30-40%
20201377U1375,2020,1377U1375,2,2,Driver or rider,Male,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Bus or coach occupant (17 or more pass seats),Urban area,More deprived 40-50%
20201377U1443,2020,1377U1443,2,1,Driver or rider,Male,NA,66 - 75,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Rural,Less deprived 40-50%
20201377V0283,2020,1377V0283,1,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 40-50%
2020137811022,2020,137811022,2,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2020137811854,2020,137811854,2,1,Driver or rider,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2020137821649,2020,137821649,2,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2020137830767,2020,137830767,2,1,Driver or rider,Male,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
2020137831096,2020,137831096,1,1,Driver or rider,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2020137831428,2020,137831428,1,1,Pedestrian,Female,NA,6 - 10,Slight,Unknown or other,Unknown or other,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 30-40%
2020137831634,2020,137831634,1,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 40-50%
2020137841058,2020,137841058,1,1,Driver or rider,Female,NA,Over 75,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Mobility scooter rider,Data missing or out of range,Data missing or out of range
2020137841922,2020,137841922,2,1,Driver or rider,Male,NA,66 - 75,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Motorcycle over 500cc rider or passenger,Small town,Less deprived 40-50%
2020137871278,2020,137871278,2,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
2020137871372,2020,137871372,2,1,Driver or rider,Male,NA,6 - 10,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Most deprived 10%
2020137880857,2020,137880857,1,1,Pedestrian,Male,NA,26 - 35,Serious,Crossing on pedestrian crossing facility,Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
2020137881420,2020,137881420,1,1,Driver or rider,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2020137881896,2020,137881896,2,1,Driver or rider,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 40-50%
2020137882173,2020,137882173,1,1,Driver or rider,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
2020137891050,2020,137891050,1,1,Pedestrian,Male,NA,46 - 55,Slight,"In carriageway, not crossing",Unknown or other,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Data missing or out of range,Data missing or out of range
2020137891503,2020,137891503,2,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 40-50%
2020137891503,2020,137891503,2,2,Passenger,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
2020137892005,2020,137892005,1,1,Passenger,Male,NA,11 - 15,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,More deprived 10-20%
20201378B0934,2020,1378B0934,1,1,Driver or rider,Male,NA,6 - 10,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Most deprived 10%
20201378B2219,2020,1378B2219,1,1,Pedestrian,Male,NA,6 - 10,Fatal,Crossing on pedestrian crossing facility,Crossing from driver's offside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 10-20%
20201378C0676,2020,1378C0676,2,1,Driver or rider,Male,NA,6 - 10,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Most deprived 10%
20201378C0982,2020,1378C0982,1,1,Pedestrian,Female,NA,6 - 10,Slight,"In carriageway, crossing elsewhere",Crossing from driver's offside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20201378C1457,2020,1378C1457,2,1,Passenger,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378C1570,2020,1378C1570,1,1,Driver or rider,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 40-50%
20201378C1915,2020,1378C1915,2,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Motorcycle over 125cc and up to 500cc rider or  passenger,Urban area,Most deprived 10%
20201378D1048,2020,1378D1048,1,1,Driver or rider,Female,NA,66 - 75,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
20201378D1048,2020,1378D1048,2,2,Driver or rider,Male,NA,16 - 20,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Small town,Least deprived 10%
20201378D2119,2020,1378D2119,2,1,Driver or rider,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,More deprived 10-20%
20201378E0240,2020,1378E0240,2,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378F1015,2020,1378F1015,2,1,Driver or rider,Male,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Motorcycle over 500cc rider or passenger,Urban area,More deprived 40-50%
20201378F1681,2020,1378F1681,1,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378F1881,2020,1378F1881,1,1,Pedestrian,Male,NA,11 - 15,Serious,"In carriageway, crossing elsewhere",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 30-40%
20201378G0928,2020,1378G0928,1,1,Driver or rider,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20201378G0928,2020,1378G0928,1,2,Passenger,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20201378G0928,2020,1378G0928,2,3,Driver or rider,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Rural,Less deprived 10-20%
20201378G0928,2020,1378G0928,2,4,Passenger,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Small town,Less deprived 10-20%
20201378G1317,2020,1378G1317,2,1,Driver or rider,Male,NA,26 - 35,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378G1317,2020,1378G1317,2,2,Passenger,Male,NA,21 - 25,Serious,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378G1949,2020,1378G1949,1,1,Driver or rider,Female,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378G1949,2020,1378G1949,1,2,Passenger,Female,NA,11 - 15,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378G1949,2020,1378G1949,1,3,Passenger,Female,NA,11 - 15,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378H0068,2020,1378H0068,1,1,Passenger,Male,NA,21 - 25,Serious,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20201378H0775,2020,1378H0775,1,1,Driver or rider,Female,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Less deprived 40-50%
20201378H0776,2020,1378H0776,1,1,Passenger,Female,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Rural,Less deprived 40-50%
20201378H0776,2020,1378H0776,1,2,Passenger,Female,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378H0776,2020,1378H0776,1,3,Passenger,Male,NA,0 - 5,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378H1196,2020,1378H1196,2,1,Driver or rider,Male,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Less deprived 10-20%
20201378H1766,2020,1378H1766,1,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Motorcycle 125cc and under rider or passenger,Data missing or out of range,Data missing or out of range
20201378I1021,2020,1378I1021,1,1,Driver or rider,Female,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378I1128,2020,1378I1128,2,1,Driver or rider,Female,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20201378I1437,2020,1378I1437,2,1,Driver or rider,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378J0379,2020,1378J0379,2,1,Driver or rider,Male,NA,26 - 35,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Motorcycle over 125cc and up to 500cc rider or  passenger,Urban area,Most deprived 10%
20201378J1952,2020,1378J1952,1,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Most deprived 10%
20201378L1306,2020,1378L1306,2,1,Driver or rider,Male,NA,11 - 15,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,More deprived 30-40%
20201378L1445,2020,1378L1445,1,1,Passenger,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
20201378M0813,2020,1378M0813,2,1,Passenger,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
20201378M0813,2020,1378M0813,2,2,Passenger,Female,NA,6 - 10,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
20201378M0813,2020,1378M0813,2,3,Passenger,Male,NA,0 - 5,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
20201378M1322,2020,1378M1322,1,1,Pedestrian,Male,NA,6 - 10,Slight,"In carriageway, crossing elsewhere",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20201378O0796,2020,1378O0796,1,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378O1266,2020,1378O1266,1,1,Pedestrian,Female,NA,Over 75,Serious,"In centre of carriageway - not on refuge, island or central reservation",Crossing from driver's offside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Less deprived 40-50%
20201378O1553,2020,1378O1553,2,1,Driver or rider,Female,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378O1553,2020,1378O1553,2,2,Passenger,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378O1721,2020,1378O1721,1,1,Pedestrian,Male,NA,0 - 5,Slight,"In carriageway, crossing elsewhere",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20201378O2115,2020,1378O2115,1,1,Driver or rider,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 40-50%
20201378R0253,2020,1378R0253,1,1,Passenger,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378R1109,2020,1378R1109,1,1,Pedestrian,Female,NA,6 - 10,Serious,"In carriageway, crossing elsewhere",Crossing from nearside - masked by parked or stationary vehicle,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20201378R1944,2020,1378R1944,1,1,Pedestrian,Male,NA,36 - 45,Slight,Crossing on pedestrian crossing facility,Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20201378S0276,2020,1378S0276,1,1,Passenger,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378S1079,2020,1378S1079,1,1,Pedestrian,Female,NA,0 - 5,Serious,"In carriageway, crossing elsewhere",Crossing from offside - masked by  parked or stationary vehicle,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 20-30%
20201378S1937,2020,1378S1937,1,1,Driver or rider,Female,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378S1937,2020,1378S1937,1,2,Passenger,Female,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378S1937,2020,1378S1937,1,3,Passenger,Female,NA,0 - 5,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378S1937,2020,1378S1937,1,4,Passenger,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378S1937,2020,1378S1937,1,5,Passenger,Female,NA,0 - 5,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378T0704,2020,1378T0704,1,1,Pedestrian,Male,NA,6 - 10,Slight,"In carriageway, crossing elsewhere",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20201378U0854,2020,1378U0854,2,1,Driver or rider,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201378U1264,2020,1378U1264,1,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Motorcycle over 125cc and up to 500cc rider or  passenger,Urban area,Most deprived 10%
20201378U1626,2020,1378U1626,1,1,Pedestrian,Male,NA,66 - 75,Slight,On footway or verge,Unknown or other,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Less deprived 40-50%
20201378V0168,2020,1378V0168,1,1,Driver or rider,Male,NA,26 - 35,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Rural,Less deprived 20-30%
20201378V1081,2020,1378V1081,2,1,Driver or rider,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,More deprived 10-20%
2020137910436,2020,137910436,1,1,Passenger,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2020137930611,2020,137930611,2,1,Driver or rider,Female,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Small town,Less deprived 10-20%
2020137930891,2020,137930891,2,1,Driver or rider,Female,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
2020137931739,2020,137931739,1,1,Passenger,Male,NA,6 - 10,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
2020137940944,2020,137940944,2,1,Driver or rider,Female,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 20-30%
2020137950417,2020,137950417,2,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 10-20%
2020137951926,2020,137951926,1,1,Driver or rider,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
2020137960842,2020,137960842,2,1,Driver or rider,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Motorcycle 125cc and under rider or passenger,Urban area,Most deprived 10%
2020137961021,2020,137961021,2,1,Driver or rider,Female,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Mobility scooter rider,Data missing or out of range,Data missing or out of range
2020137961467,2020,137961467,2,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Most deprived 10%
2020137971098,2020,137971098,1,1,Pedestrian,Male,NA,6 - 10,Slight,"In carriageway, crossing elsewhere",Crossing from driver's offside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Less deprived 40-50%
2020137971189,2020,137971189,1,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Van / Goods vehicle (3.5 tonnes mgw or under) occupant,Urban area,Most deprived 10%
2020137971189,2020,137971189,2,2,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2020137971436,2020,137971436,2,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Motorcycle 50cc and under rider or passenger,Urban area,More deprived 20-30%
2020137971983,2020,137971983,1,1,Passenger,Female,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201379A0352,2020,1379A0352,1,1,Pedestrian,Male,NA,36 - 45,Serious,Unknown or other,Unknown or other,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20201379A1353,2020,1379A1353,2,1,Driver or rider,Male,NA,26 - 35,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Most deprived 10%
20201379A1407,2020,1379A1407,2,1,Passenger,Female,NA,11 - 15,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
20201379A1469,2020,1379A1469,1,1,Driver or rider,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
20201379B0367,2020,1379B0367,2,1,Driver or rider,Male,NA,21 - 25,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Urban area,Most deprived 10%
20201379B0494,2020,1379B0494,2,1,Driver or rider,Male,NA,6 - 10,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Small town,Less deprived 40-50%
20201379B0813,2020,1379B0813,1,1,Passenger,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201379B0813,2020,1379B0813,1,2,Passenger,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201379B0852,2020,1379B0852,1,1,Passenger,Female,NA,11 - 15,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 10-20%
20201379B1439,2020,1379B1439,1,1,Passenger,Female,NA,0 - 5,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 30-40%
20201379D2092,2020,1379D2092,1,1,Passenger,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20201379E0309,2020,1379E0309,2,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Cyclist,Data missing or out of range,Data missing or out of range
20201379E0348,2020,1379E0348,1,1,Pedestrian,Female,NA,16 - 20,Slight,Crossing elsewhere within 50m. of pedestrian crossing,Crossing from nearside - masked by parked or stationary vehicle,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
